Offence_Month,Rego_State,Clt_Catg,Camera_Type,Location_Code,Location_Desc,Offence_Desc,Sum_Pen_Amt,Sum_Inf_Count,Sum_With_Amt,Sum_With_Count
Jul-10,ACT,Government Client,RED LIGHT AND SPEED CAMERA,1021,HINDMARSH DRIVE/YAMBA DRIVE,Proceed When Traffic Light Red,1325,1,0,0
Jul-10,ACT,Government Client,RED LIGHT AND SPEED CAMERA,1021,HINDMARSH DRIVE/YAMBA DRIVE,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,3280,1,0,0
Jul-10,ACT,Government Client,RED LIGHT AND SPEED CAMERA,1008,HINDMARSH DRIVE/TUGGERANONG PARKWAY,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1185,1,0,0
Jul-10,ACT,Government Client,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Proceed When Traffic Light Red,1325,1,0,0
Jul-10,ACT,Government Client,RED LIGHT AND SPEED CAMERA,1011,GINNINDERRA DRIVE/COULTER DRIVE,Non-School Zone Exceed Speed Limit By > 45 Km/H,9015,1,0,0
Jul-10,ACT,Government Client,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,OTHER ORGN,FIXED ONLY SPEED CAMERA,1033,TUGGERANONG PARKWAY NEAR HINDMARSH DRIVE UNDERPASS,Non-School Zone Exceed Speed Limit <= 15 Km/H,1490,2,0,0
Jul-10,ACT,OTHER ORGN,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,7450,10,745,1
Jul-10,ACT,OTHER ORGN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,1490,2,0,0
Jul-10,ACT,OTHER ORGN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,2235,3,0,0
Jul-10,ACT,OTHER ORGN,FIXED ONLY SPEED CAMERA,1034,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, NORTHBOUND",Non-School Zone Exceed Speed Limit <= 15 Km/H,1490,2,0,0
Jul-10,ACT,OTHER ORGN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,2980,4,0,0
Jul-10,ACT,OTHER ORGN,FIXED ONLY SPEED CAMERA,1031,FEDERAL HIGHWAY BETWEEN ANTILL STREET AND MAJURA ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1185,1,0,0
Jul-10,ACT,OTHER ORGN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1185,1,1185,1
Jul-10,ACT,OTHER ORGN,MOBILE SPEED CAMERA,91,ELLENBOROUGH STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,OTHER ORGN,MOBILE SPEED CAMERA,18,MELROSE DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,OTHER ORGN,MOBILE SPEED CAMERA,102,FAIRBAIRN AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,OTHER ORGN,MOBILE SPEED CAMERA,57,NORTHBOURNE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,OTHER ORGN,MOBILE SPEED CAMERA,55,ATHLLON DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,OTHER ORGN,MOBILE SPEED CAMERA,82,WILLIAM HOVELL DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,OTHER ORGN,MOBILE SPEED CAMERA,90,MAJURA ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,1490,2,0,0
Jul-10,ACT,OTHER ORGN,MOBILE SPEED CAMERA,43,WILLIAMSON STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,Proceed When Traffic Light Red,1325,1,0,0
Jul-10,ACT,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,2980,4,745,1
Jul-10,ACT,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1023,CANBERRA AVENUE/HINDMARSH DRIVE/NEWCASTLE STREET,Proceed When Traffic Light Red,1325,1,0,0
Jul-10,ACT,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1004,DRAKEFORD DRIVE/BODDINGTON CRESCENT/MARCONI CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,ACT,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Proceed When Traffic Light Red,1325,1,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1031,FEDERAL HIGHWAY BETWEEN ANTILL STREET AND MAJURA ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,735,3,245,1
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,5390,22,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1027,BARTON HIGHWAY BETWEEN GUNGAHLIN DRIVE AND ELLENBOROUGH STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,24649,157,785,5
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2695,11,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1032,MONARO HIGHWAY NEAR HINDMARSH DRIVE OVERPASS,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,490,2,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1032,MONARO HIGHWAY NEAR HINDMARSH DRIVE OVERPASS,Non-School Zone Exceed Speed Limit <= 15 Km/H,1727,11,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,33755,215,471,3
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,1328,2,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,664,1,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1034,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, NORTHBOUND",Non-School Zone Exceed Speed Limit <= 15 Km/H,4867,31,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1035,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, SOUTHBOUND",Non-School Zone Exceed Speed Limit By > 45 Km/H,1811,1,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,20567,131,157,1
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1035,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, SOUTHBOUND",Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,5390,22,223,1
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1031,FEDERAL HIGHWAY BETWEEN ANTILL STREET AND MAJURA ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,9577,61,628,4
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2695,11,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,38308,244,1256,8
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit By > 45 Km/H,1811,1,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,47414,302,1570,10
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1027,BARTON HIGHWAY BETWEEN GUNGAHLIN DRIVE AND ELLENBOROUGH STREET,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,1328,2,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1033,TUGGERANONG PARKWAY NEAR HINDMARSH DRIVE UNDERPASS,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1960,8,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1033,TUGGERANONG PARKWAY NEAR HINDMARSH DRIVE UNDERPASS,Non-School Zone Exceed Speed Limit <= 15 Km/H,4396,28,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1034,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, NORTHBOUND",Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,735,3,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1035,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, SOUTHBOUND",Non-School Zone Exceed Speed Limit <= 15 Km/H,1884,12,157,1
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1034,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, NORTHBOUND",Non-School Zone Exceed Speed Limit By > 45 Km/H,1811,1,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1027,BARTON HIGHWAY BETWEEN GUNGAHLIN DRIVE AND ELLENBOROUGH STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1715,7,0,0
Jul-10,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1032,MONARO HIGHWAY NEAR HINDMARSH DRIVE OVERPASS,Non-School Zone Exceed Speed Limit By > 45 Km/H,1811,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,4,BELCONNEN WAY,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,55,ATHLLON DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,6751,43,314,2
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,72,MONARO HIGHWAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,628,4,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,77,YARRA GLEN,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,106,WILLIAM WEBB DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,628,4,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,106,WILLIAM WEBB DRIVE,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,664,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,48,LIVINGSTONE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,71,LAUNCESTON STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,105,STONEHAVEN CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,1570,10,157,1
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,114,GROOM STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,1884,12,157,1
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,2,ANTILL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,1099,7,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,37,NAMATJIRA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1099,7,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,18,MELROSE DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,490,2,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,47,CHUCULBA CRESCENT,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,490,2,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,63,HINDMARSH DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1256,8,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,7,DRAKEFORD DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,44,TILLYARD DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,63,HINDMARSH DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,490,2,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,68,ERINDALE DRIVE BETWEEN LONG GULLY ROAD AND SULWOOD DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,81,WILLIAM HOVELL DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,94,SOUTHERN CROSS DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,2198,14,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,115,ISABELLA DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,735,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,119,HORSE PARK DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,942,6,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,116,ASHLEY DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,61,BARTON HIGHWAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,83,COMMONWEALTH AVENUE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,108,SPOFFORTH STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,942,6,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,115,ISABELLA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,628,4,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,57,NORTHBOURNE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,65,BARRY DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1727,11,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,120,KALGOORLIE CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,94,SOUTHERN CROSS DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,2,ANTILL STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,68,ERINDALE DRIVE BETWEEN LONG GULLY ROAD AND SULWOOD DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,100,JANSZ CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,111,LIMESTONE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,628,4,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,114,GROOM STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,735,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,65,BARRY DRIVE,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,664,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,90,MAJURA ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,4082,26,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,17,LONG GULLY ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,51,LA PEROUSE STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,54,LAUNCESTON STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,54,LAUNCESTON STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,9,FLOREY DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,157,1
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,16,LADY DENMAN DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,20,MONARO HIGHWAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,2669,17,157,1
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,34,HEYSEN STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,157,1
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,42,PETTERD STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,46,NEWMAN MORRIS CIRCUIT,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,56,ATHLLON DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,57,NORTHBOURNE AVENUE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,13,HINDMARSH DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1570,10,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,72,MONARO HIGHWAY,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,735,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,74,MUGGA LANE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,82,WILLIAM HOVELL DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1884,12,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,82,WILLIAM HOVELL DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,118,THARWA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,4,BELCONNEN WAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,11,GINNINDERRA DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,14,HINDMARSH DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1256,8,314,2
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,20,MONARO HIGHWAY,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,735,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,27,YAMBA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,43,WILLIAMSON STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,2198,14,157,1
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,112,COPLAND DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,45,DRYANDRA STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,1256,8,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,55,ATHLLON DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1960,8,490,2
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,63,HINDMARSH DRIVE,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,664,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,73,MUGGA LANE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1225,5,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,23,PARKES WAY,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,664,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,47,CHUCULBA CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,59,BELCONNEN WAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,1570,10,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,75,PARKES WAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,91,ELLENBOROUGH STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,104,MAWSON DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,157,1
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,18,MELROSE DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,3454,22,157,1
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,22,NORTHBOURNE AVENUE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,45,DRYANDRA STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,65,BARRY DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,53,GOYDER STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,1099,7,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,73,MUGGA LANE,Non-School Zone Exceed Speed Limit <= 15 Km/H,3297,21,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3,ATHLLON DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,11,GINNINDERRA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,628,4,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,22,NORTHBOURNE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1884,12,157,1
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,37,NAMATJIRA DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,490,2,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,83,COMMONWEALTH AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1413,9,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,93,SOUTHERN CROSS DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,101,NEMARANG CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,110,ARCHDALL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,90,MAJURA ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,102,FAIRBAIRN AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,3611,23,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,8,ERINDALE DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,OTHER PRSN,MOBILE SPEED CAMERA,43,WILLIAMSON STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
